-5.42,-4.61,0.97
-4.81,-4.95,0.76
-4.19,-5.42,0.95
-4.14,-4.95,0.52
-3.85,-4.97,1.11
-3.79,-4.21,0.93
-3.78,-4.45,1.4
-3.86,-4.2,0.68
-3.92,-4.66,0.82
-3.77,-4.51,0.58
-3.44,-4.43,0.83
-4.14,-5.24,0.28
-4.03,-4.35,0.43
-4.12,-4.42,-0.68
-4.07,-4.34,0.48
-3.29,-4.37,0.82
-2.87,-4.7,0.69
-2.91,-3.9,0.25
-3.96,-4.26,0.78
-3.28,-4.22,0.79
-3.78,-4.71,-0.1
-3.68,-4.42,-1.06
-4.16,-4.62,-1.81
-4.15,-4.1,-1.2
-4.11,-4.45,-0.7
-4.06,-4.65,-0.73
-4.34,-4.97,-0.43
-4.58,-4.84,-0.38
-4.57,-4.85,0.16
-4.28,-5.72,1.26
-3.74,-5.5,0.99
-3.65,-6.24,-0.05
-3.8,-6.65,-0.85
-5.59,-4.82,-0.31
-5.48,-6.28,-0.7
-6.38,-6.86,-1.9
-6.49,-7.44,-1.64
-6.22,-7.6,-1.91
-7.44,-6.99,-1.5
-7.36,-7.72,-1.73
-7.25,-6.49,-1.6
-7.07,-6.32,-0.41
-7.02,-7.69,-0.52
-6.92,-7.93,-0.8
-7.12,-7.54,-1.15
-6.41,-7.33,-1.27
-6.02,-7.12,-1.82
-6.25,-7.17,-1.14
-6.09,-6.44,-1.52
-5.99,-6.05,-1.43
-5.65,-5.84,-1.81
-5.54,-5.5,-2.12
-6.21,-5.41,-2.31
-6.43,-5.33,-2.9
-5.95,-5.91,-3.49
-6.74,-5.92,-3.63
-6.35,-5.28,-2.43
-5.6,-7.24,-1.68
-5.37,-7.09,-1.52
-4.41,-6.65,-1.23
-5.43,-6.36,-0.14
-6.21,-6.66,0.2
-6.09,-7.34,0.15
-5.71,-7.13,-1.41
-5.01,-7.4,0.13
-5.33,-7.1,-0.44
-5.5,-7.09,-0.39
-5.44,-6.89,-0.79
-5.5,-6.87,-0.53
-5.45,-7.27,-0.66
-5.44,-7.19,-0.12
-4.42,-7.04,-0.12
-4.38,-6.45,0.54
-4.8,-6.26,0.87
-4.39,-6.32,0.48
-4.99,-6.67,-0.09
-6.01,-5.85,0.13
-5.91,-6.38,1.21
-6.2,-6.38,1.47
-5.54,-6.75,1.4
-5.59,-7.08,0.42
-4.33,-7.4,0.27
-4.65,-8.64,0.26
-4.31,-8.59,0.47
-4.39,-8.7,0.39
-4.01,-8,-0.14
-4.85,-7.5,-0.02
-4.4,-7.42,-0.15
-4.21,-7.63,0.12
-4.86,-7.07,-0.82
-5.14,-6.63,-0.69
-5.2,-6.67,-0.03
-5.39,-6.84,-0.9
-5.48,-6.44,-1.19
-4.96,-6,-1.5
-4.43,-5.37,-1.64
-4.62,-6.76,-0.55
-4.15,-5.88,0.11
-3.48,-6.26,-0.44
-4.21,-5.68,-0.18
-3.77,-6.02,-0.5
-4.02,-5.81,0.39
-4.31,-6.18,0.01
-3.85,-6.41,-0.31
-3.48,-5.99,-0.38
-3.52,-5.94,-0.8
-4.49,-5.78,-0.85
-5.45,-5.61,-1.2
-4.75,-6.11,-0.87
-4.95,-6.17,-0.11
-5.08,-6.43,0.34
-5.19,-5.87,0.12
-4.65,-5.45,0.28
-4.83,-6.19,0.44
-5.05,-5.54,0.74
-4.27,-6.34,0.58
-4.7,-6.09,1.17
-5.21,-6.71,1.13
-5.33,-6.74,0.57
-7.2,-7.51,-0.58
-6.81,-7.04,-1.68
-6.44,-7.52,-1.32
-6,-7.46,-2.78
-7.12,-5.83,-3.35
-5.12,-6.6,-2.9
-4.82,-6.67,-2.82
-4.51,-6.42,-3.14
-4,-6.28,-3.1
-4.39,-5.39,-2.83
-3.78,-5.38,-2.01
-3.5,-5.75,-2.29
-3.77,-6.2,-1.95
-3.72,-6.18,-0.05
-4,-6.79,-0.3
-5.25,-6.66,-0.37
-3.64,-7.49,-0.52
-4.4,-6.32,-0.1
-3.74,-7.23,-0.76
-3.34,-7.66,0.59
-3.2,-7.49,0.72
-5.24,-6.51,0.3
-5.63,-7.35,1.17
-4.48,-7.78,0.91
-5.22,-7.09,1.13
-5.29,-6.21,0.7
-5.49,-6.94,0.78
-5.36,-5.94,0.83
-5.84,-7.04,0.43
-4.76,-7.14,0.72
-5.67,-8.45,1.38
-6.3,-8.17,1.28
-6.53,-7.77,0.84
-6.7,-8.58,0.91
-6.83,-8.26,0.38
-7.04,-7.57,1.19
-6.73,-7.81,0.33
-6.73,-8.73,0.29
-5.74,-8.22,-0.44
-6.45,-8.55,-0.55
-3.85,-8.41,-1.73
-5.02,-6.26,-0.54
-5.85,-6.9,-0.17
-5.5,-6.94,0.02
-5.62,-7.38,0.77
-5.75,-7.25,0.74
-6,-7.21,1.17
-5.79,-6.96,1.4
-5.97,-6.08,1.61
-6.63,-6.25,1.45
-6.59,-6.64,1.8
-6.45,-6.61,1.48
-6.68,-5.58,0.74
-7.19,-5.14,0.43
-6.98,-5.11,0.62
-6.42,-5.53,1.13
-7.06,-5.91,0.85
-7.49,-6.48,0.62
-7.38,-6.02,0.19
-7.29,-6.82,-0.44
-6.8,-7.18,-0.21
-6.97,-6.13,0.8
-6.45,-6.09,-0.12
-6.47,-5.46,-0.11
-6.15,-7.3,0.1
-6.08,-6.12,-0.85
-5.66,-5.33,0.45
-6.7,-4.81,-0.51
-6.86,-4.9,0.07
-6.41,-5.43,0.76
-6.99,-5.08,0.12
-6.8,-5.1,1.08
-7.77,-5.3,1.54
-7.61,-3.83,1.14
-7.53,-3.57,-0.26
-7.65,-2.72,-0.65
-7.63,-2.69,-0.52
-6.98,-3.32,-0.72
-5.97,-3.17,-0.71
-6.6,-3.32,-1.98
-6.76,-3,-1.62
-6.33,-1.8,-1.97
-6.84,-1.97,-1.71
-6.7,-2.16,-1.54
-7,-1.99,-1.6
-6.83,-2.52,-1.65
-6.84,-2.16,-1.2
-7.34,-1.39,-0.53
-6.32,-1.29,-0.61
-6.45,-1.2,-1.12
-6.9,-2.1,-1.3
-7.12,-2.29,-0.58
-6.72,-1.87,-0.46
-6.45,-1.85,-0.05
-6.43,-1.17,0.03
-6.59,-1.12,0.11
-7,-1.47,1.59
-6.74,-2.54,1.43
-6.76,-2.68,0.52
-7.32,-2.98,0.68
-7.22,-2.63,1.65
-7.03,-2.64,1.63
-7.13,-2.86,1.78
-7.51,-2.19,2
-7.23,-3.82,1.18
-7.56,-2.75,0.72
-7.36,-3.57,0.26
-7.96,-3.46,0.39
-8.3,-2.98,0.98
-7.83,-3.19,0.39
-8,-3.01,0
-8.41,-2.76,-0.01
-8.91,-2.12,0.48
-8.47,-1.46,0.84
-9.4,-1.39,0.68
-9.22,-0.69,0.9
-8.53,-1.5,0.66
-6.78,-3.3,0.37
-7.1,-3.47,0.81
-7.43,-3.73,0.58
-7.46,-3.43,1
-6.8,-3.58,0.71
-6.74,-3.04,1.05
-7.22,-3.15,1
-7.34,-3.13,0.91
-6.2,-5.55,1.25
-6.66,-4.08,1.21
-6.94,-3.51,1.85
-6.12,-2.67,0.92
-6.12,-3.31,1.41
-5.88,-2.33,1.11
-6.83,-2.39,1.39
-5.59,-1.85,1.63
-5.54,-2.06,1.95
-6.02,-2.26,2.46
-6.81,-1.8,1.22
-6.92,-1.94,1.22
-7.04,-1.78,0.34
-6.63,-1.65,1.7
-6.91,-2.59,0.86
-6.66,-1.89,0.33
-6.21,-2.46,0.37
-6.79,-3.41,0.01
-6.81,-1.91,-0.79
-7.96,-1.86,-0.41
-7.14,-3.29,-0.2
-7.46,-2.95,-0.74
-6.41,-3.17,-0.47
-6.22,-2.9,-0.41
-6.19,-2.31,-0.27
-6.67,-1.42,-0.08
-5.91,-2.55,-0.16
-6.33,-1.22,0.23
-5.06,-2.42,0.42
-6.66,-0.57,1.1
-6.16,-2.75,1.15
-6.25,-1.74,0.58
-6.04,-1.93,0.58
-5.93,-1.91,1.36
-5.62,-2.55,1
-7.51,-1.92,1.59
-7.15,-1.91,2.27
-7.38,-2.38,0.59
-6.53,-1.81,2.53
-6.72,-2.8,3.6
-8.18,-1.97,2.28
-8.42,-1.66,1.39
-7.94,-1.99,2.03
-7.66,-1.88,1.33
-7.19,-1.33,1.9
-7.31,-1.27,1.37
-6.36,-1.51,1.73
-6.2,-1.13,1.35
-6.77,-1.09,1.58
-7.29,-0.54,2.02
-6.48,-0.91,2.68
-5.72,-1.15,1.99
-6.27,-0.8,1.54
-6.51,-0.43,0.8
-6.07,-0.77,0.8
-6.44,-1.55,1.4
-6.73,-1.4,1.59
-6.76,-1.6,1.62
-6.51,-2.37,1.81
-5.36,-2.65,1.17
-5.34,-3.38,0.96
